,longitude,latitude,month,hour,day,local_authority_(district),1st_road_class,1st_road_number,speed_limit,accident,weather_conditions,junction_detail
29273,-4.497624,55.376631,1,15,17,730,3,713,60,0,2,0
29274,-4.497624,55.376631,3,17,2,506,3,713,60,0,2,0
29275,-4.497624,55.376631,1,19,21,819,3,713,60,0,2,0
29276,0.093738,53.172979,1,10,15,351,5,531,30,1,1,3
29277,0.093738,53.172979,4,14,24,932,5,531,30,0,1,3
29278,0.093738,53.172979,6,10,21,378,5,531,30,0,1,3
29279,0.093738,53.172979,11,17,2,126,5,531,30,0,1,3
29280,-2.023818,52.495485,2,16,26,305,3,4123,40,1,1,9
29281,-2.023818,52.495485,4,4,5,209,3,4123,40,0,1,9
29282,-2.023818,52.495485,11,15,1,556,3,4123,40,0,1,9
29283,-2.023818,52.495485,10,16,19,756,3,4123,40,0,1,9
29284,0.100348,53.329576,11,16,17,351,3,157,40,1,5,0
29285,0.100348,53.329576,11,20,28,524,3,157,40,0,5,0
29286,0.100348,53.329576,10,17,2,912,3,157,40,0,5,0
29287,0.100348,53.329576,5,17,2,158,3,157,40,0,5,0
29288,-4.61308,55.49641,9,10,17,937,6,0,30,1,1,3
29289,-4.61308,55.49641,4,10,17,382,6,0,30,0,1,3
29290,-4.61308,55.49641,8,3,12,20,6,0,30,0,1,3
29291,-4.61308,55.49641,3,2,19,620,6,0,30,0,1,3
29292,0.062316,53.358694,1,6,28,351,4,1200,60,1,5,0
29293,0.062316,53.358694,10,22,13,666,4,1200,60,0,5,0
29294,0.062316,53.358694,3,22,17,285,4,1200,60,0,5,0
29295,0.062316,53.358694,2,13,19,847,4,1200,60,0,5,0
29296,-4.474227,55.930054,5,5,23,916,3,82,70,1,1,0
29297,-4.474227,55.930054,7,9,15,607,3,82,70,0,1,0
29298,-4.474227,55.930054,8,20,24,509,3,82,70,0,1,0
29299,-4.474227,55.930054,3,7,2,98,3,82,70,0,1,0
29300,-3.054444,53.801527,8,20,24,71,6,0,30,1,1,9
29301,-3.054444,53.801527,6,15,20,334,6,0,30,0,1,9
29302,-3.054444,53.801527,2,15,4,202,6,0,30,0,1,9
29303,-3.054444,53.801527,7,1,13,610,6,0,30,0,1,9
29304,-0.181486,51.515798,6,7,22,1,5,0,30,1,2,0
29305,-0.181486,51.515798,5,11,5,704,5,0,30,0,2,0
29306,-0.181486,51.515798,11,13,20,654,5,0,30,0,2,0
29307,-0.181486,51.515798,9,15,4,869,5,0,30,0,2,0
29308,-1.860989,50.736809,4,18,14,640,3,3049,30,1,1,8
29309,-1.860989,50.736809,2,7,9,631,3,3049,30,0,1,8
29310,-1.860989,50.736809,8,11,19,793,3,3049,30,0,1,8
29311,-1.860989,50.736809,11,18,6,394,3,3049,30,0,1,8
29312,-0.128252,51.171985,6,7,18,516,1,23,70,1,1,0
29313,-0.128252,51.171985,4,11,5,156,1,23,70,0,1,0
29314,-0.128252,51.171985,9,9,23,321,1,23,70,0,1,0
29315,-0.128252,51.171985,1,20,12,585,1,23,70,0,1,0
29316,-2.643085,52.700148,1,5,20,286,3,5,70,1,1,0
29317,-2.643085,52.700148,4,17,28,124,3,5,70,0,1,0
29318,-2.643085,52.700148,7,6,28,630,3,5,70,0,1,0
29319,-2.643085,52.700148,4,8,27,863,3,5,70,0,1,0
29320,0.385117,51.582534,10,17,30,450,3,127,70,1,2,0
29321,0.385117,51.582534,11,4,20,323,3,127,70,0,2,0
29322,0.385117,51.582534,9,19,26,306,3,127,70,0,2,0
29323,0.385117,51.582534,4,12,1,520,3,127,70,0,2,0
29324,-1.297035,50.757481,1,17,13,505,4,3320,30,1,1,3
29325,-1.297035,50.757481,2,23,1,543,4,3320,30,0,1,3
29326,-1.297035,50.757481,1,14,26,332,4,3320,30,0,1,3
29327,-1.297035,50.757481,10,8,17,851,4,3320,30,0,1,3
29328,-1.150589,50.855049,9,12,18,492,6,0,40,1,1,8
29329,-1.150589,50.855049,9,9,22,646,6,0,40,0,1,8
29330,-1.150589,50.855049,4,4,27,272,6,0,40,0,1,8
29331,-1.150589,50.855049,10,6,25,437,6,0,40,0,1,8
29332,-2.992122,53.45704,6,17,19,93,3,567,30,1,1,9
29333,-2.992122,53.45704,5,12,22,808,3,567,30,0,1,9
29334,-2.992122,53.45704,3,9,14,887,3,567,30,0,1,9
29335,-2.992122,53.45704,2,14,12,354,3,567,30,0,1,9
29336,-1.96622,52.600961,12,16,17,307,3,461,30,1,1,8
29337,-1.96622,52.600961,7,8,14,900,3,461,30,0,1,8
29338,-1.96622,52.600961,10,0,28,273,3,461,30,0,1,8
29339,-1.96622,52.600961,7,16,7,230,3,461,30,0,1,8
29340,-0.779236,52.013336,10,17,30,479,5,9,60,1,1,0
29341,-0.779236,52.013336,9,10,15,195,5,9,60,0,1,0
29342,-0.779236,52.013336,6,6,24,409,5,9,60,0,1,0
29343,-0.779236,52.013336,12,3,27,862,5,9,60,0,1,0
29344,-4.674736,55.640527,4,9,28,931,3,78,70,1,2,0
29345,-4.674736,55.640527,1,7,14,349,3,78,70,0,2,0
29346,-4.674736,55.640527,10,15,3,640,3,78,70,0,2,0
29347,-4.674736,55.640527,12,15,11,855,3,78,70,0,2,0
29348,0.089943,51.384116,3,16,25,19,3,208,30,1,1,3
29349,0.089943,51.384116,5,18,9,33,3,208,30,0,1,3
29350,0.089943,51.384116,1,20,2,678,3,208,30,0,1,3
29351,0.089943,51.384116,4,6,4,391,3,208,30,0,1,3
29352,-2.916122,53.456847,10,21,26,91,3,580,40,1,1,0
29353,-2.916122,53.456847,3,2,22,488,3,580,40,0,1,0
29354,-2.916122,53.456847,11,4,7,884,3,580,40,0,1,0
29355,-2.916122,53.456847,9,13,14,224,3,580,40,0,1,0
29356,-0.192176,51.551573,9,20,27,2,4,510,30,1,1,6
29357,-0.192176,51.551573,4,2,17,82,4,510,30,0,1,6
29358,-0.192176,51.551573,8,17,8,82,4,510,30,0,1,6
29359,-0.192176,51.551573,9,0,8,515,4,510,30,0,1,6
29360,-0.06918,51.594845,12,19,22,31,3,1010,30,1,2,3
29361,-0.06918,51.594845,9,6,3,879,3,1010,30,0,2,3
29362,-0.06918,51.594845,12,13,20,559,3,1010,30,0,2,3
29363,-0.06918,51.594845,4,6,5,687,3,1010,30,0,2,3
29364,0.181207,51.571304,3,8,25,15,3,125,30,1,1,1
29365,0.181207,51.571304,5,23,23,925,3,125,30,0,1,1
29366,0.181207,51.571304,3,18,3,644,3,125,30,0,1,1
29367,0.181207,51.571304,4,15,21,205,3,125,30,0,1,1
29368,-1.183869,52.595171,9,7,26,360,3,563,30,1,1,1
29369,-1.183869,52.595171,3,3,9,539,3,563,30,0,1,1
29370,-1.183869,52.595171,1,3,26,460,3,563,30,0,1,1
29371,-1.183869,52.595171,4,4,9,747,3,563,30,0,1,1
29372,0.004981,51.429575,4,21,26,7,6,0,30,1,1,6
29373,0.004981,51.429575,8,23,22,826,6,0,30,0,1,6
29374,0.004981,51.429575,1,23,8,8,6,0,30,0,1,6
29375,0.004981,51.429575,6,19,21,509,6,0,30,0,1,6
29376,-2.920146,53.385921,5,18,21,91,6,0,20,1,1,0
29377,-2.920146,53.385921,6,4,24,583,6,0,20,0,1,0
29378,-2.920146,53.385921,6,15,7,806,6,0,20,0,1,0
29379,-2.920146,53.385921,9,9,20,834,6,0,20,0,1,0
29380,-1.63492,53.717041,9,13,24,203,3,652,30,1,1,6
29381,-1.63492,53.717041,11,12,15,195,3,652,30,0,1,6
29382,-1.63492,53.717041,11,5,11,479,3,652,30,0,1,6
29383,-1.63492,53.717041,11,4,15,547,3,652,30,0,1,6
29384,-0.539504,51.134489,6,14,26,517,4,2130,60,1,1,8
29385,-0.539504,51.134489,11,7,21,188,4,2130,60,0,1,8
29386,-0.539504,51.134489,7,20,8,655,4,2130,60,0,1,8
29387,-0.539504,51.134489,2,20,18,773,4,2130,60,0,1,8
29388,-1.41695,53.05186,2,12,15,320,4,6374,30,1,1,3
29389,-1.41695,53.05186,8,20,17,60,4,6374,30,0,1,3
29390,-1.41695,53.05186,6,8,25,413,4,6374,30,0,1,3
29391,-1.41695,53.05186,4,11,10,41,4,6374,30,0,1,3
29392,-0.208692,51.579073,12,9,13,30,3,502,30,1,1,3
29393,-0.208692,51.579073,9,20,2,263,3,502,30,0,1,3
29394,-0.208692,51.579073,11,13,16,917,3,502,30,0,1,3
29395,-0.208692,51.579073,2,0,4,528,3,502,30,0,1,3
29396,1.186871,51.091534,5,15,20,539,6,3911,30,1,1,6
29397,1.186871,51.091534,11,5,4,44,6,3911,30,0,1,6
29398,1.186871,51.091534,6,4,26,608,6,3911,30,0,1,6
29399,1.186871,51.091534,7,2,6,518,6,3911,30,0,1,6
29400,-1.282006,54.276084,3,10,13,181,5,156,60,1,1,0
29401,-1.282006,54.276084,8,0,9,270,5,156,60,0,1,0
29402,-1.282006,54.276084,6,19,9,627,5,156,60,0,1,0
29403,-1.282006,54.276084,1,23,15,185,5,156,60,0,1,0
29404,-3.67777,55.932957,7,6,20,940,3,801,60,1,1,1
29405,-3.67777,55.932957,9,12,15,580,3,801,60,0,1,1
29406,-3.67777,55.932957,4,21,22,567,3,801,60,0,1,1
29407,-3.67777,55.932957,10,5,27,781,3,801,60,0,1,1
29408,-0.346871,51.569501,10,20,24,29,3,312,30,1,2,2
29409,-0.346871,51.569501,10,7,17,816,3,312,30,0,2,2
29410,-0.346871,51.569501,3,13,28,114,3,312,30,0,2,2
29411,-0.346871,51.569501,12,3,23,883,3,312,30,0,2,2
29412,-1.423995,51.611648,6,15,13,483,6,235,30,1,1,8
29413,-1.423995,51.611648,12,2,13,840,6,235,30,0,1,8
29414,-1.423995,51.611648,4,3,22,666,6,235,30,0,1,8
29415,-1.423995,51.611648,8,4,26,624,6,235,30,0,1,8
29416,-0.234163,51.768061,12,15,27,438,2,1,70,1,2,0
29417,-0.234163,51.768061,2,16,14,49,2,1,70,0,2,0
29418,-0.234163,51.768061,10,0,6,932,2,1,70,0,2,0
29419,-0.234163,51.768061,4,9,23,24,2,1,70,0,2,0
29420,-4.496577,52.863637,8,13,27,722,6,0,60,1,1,0
29421,-4.496577,52.863637,6,6,5,531,6,0,60,0,1,0
29422,-4.496577,52.863637,11,6,19,225,6,0,60,0,1,0
29423,-4.496577,52.863637,10,20,10,561,6,0,60,0,1,0
29424,0.366043,52.758046,5,16,17,406,5,27,30,1,1,3
29425,0.366043,52.758046,1,2,9,275,5,27,30,0,1,3
29426,0.366043,52.758046,1,12,25,502,5,27,30,0,1,3
29427,0.366043,52.758046,12,21,19,64,5,27,30,0,1,3
29428,0.995295,52.188212,2,11,27,413,3,1308,30,1,1,6
29429,0.995295,52.188212,9,20,8,848,3,1308,30,0,1,6
29430,0.995295,52.188212,1,21,14,894,3,1308,30,0,1,6
29431,0.995295,52.188212,11,0,9,770,3,1308,30,0,1,6
29432,-3.212712,55.951793,1,20,31,923,3,90,30,1,4,9
29433,-3.212712,55.951793,4,11,6,179,3,90,30,0,4,9
29434,-3.212712,55.951793,5,19,12,725,3,90,30,0,4,9
29435,-3.212712,55.951793,1,20,2,526,3,90,30,0,4,9
29436,-2.233584,53.025101,11,18,18,253,3,34,40,1,2,1
29437,-2.233584,53.025101,1,7,15,363,3,34,40,0,2,1
29438,-2.233584,53.025101,7,15,20,281,3,34,40,0,2,1
29439,-2.233584,53.025101,3,19,12,90,3,34,40,0,2,1
29440,-3.945133,51.631325,9,9,23,745,3,483,30,1,1,3
29441,-3.945133,51.631325,6,12,16,910,3,483,30,0,1,3
29442,-3.945133,51.631325,3,19,11,720,3,483,30,0,1,3
29443,-3.945133,51.631325,8,4,14,808,3,483,30,0,1,3
29444,-0.401502,51.662381,6,7,20,437,6,296,30,1,1,9
29445,-0.401502,51.662381,12,5,19,933,6,296,30,0,1,9
29446,-0.401502,51.662381,1,4,2,405,6,296,30,0,1,9
29447,-0.401502,51.662381,2,22,4,619,6,296,30,0,1,9
29448,-3.101579,55.642547,9,7,21,914,3,72,60,1,2,0
29449,-3.101579,55.642547,2,17,4,8,3,72,60,0,2,0
29450,-3.101579,55.642547,9,4,28,641,3,72,60,0,2,0
29451,-3.101579,55.642547,11,13,25,509,3,72,60,0,2,0
29452,-1.850537,52.514632,9,16,15,300,3,5127,30,1,1,3
29453,-1.850537,52.514632,1,3,19,117,3,5127,30,0,1,3
29454,-1.850537,52.514632,2,21,2,196,3,5127,30,0,1,3
29455,-1.850537,52.514632,11,21,15,367,3,5127,30,0,1,3
29456,-2.04996,53.457232,1,21,23,110,1,67,70,1,2,0
29457,-2.04996,53.457232,2,20,2,375,1,67,70,0,2,0
29458,-2.04996,53.457232,4,7,1,795,1,67,70,0,2,0
29459,-2.04996,53.457232,6,10,12,243,1,67,70,0,2,0
29460,-1.856855,52.351759,5,3,21,293,1,42,70,1,1,0
29461,-1.856855,52.351759,9,23,9,653,1,42,70,0,1,0
29462,-1.856855,52.351759,8,13,8,317,1,42,70,0,1,0
29463,-1.856855,52.351759,12,16,26,387,1,42,70,0,1,0
29464,0.880991,51.883136,10,7,21,455,6,0,30,1,2,8
29465,0.880991,51.883136,4,8,9,163,6,0,30,0,2,8
29466,0.880991,51.883136,4,22,7,920,6,0,30,0,2,8
29467,0.880991,51.883136,9,8,25,37,6,0,30,0,2,8
29468,-2.023818,52.495485,2,16,26,305,3,4123,40,1,1,9
29469,-2.023818,52.495485,5,17,26,430,3,4123,40,0,1,9
29470,-2.023818,52.495485,12,1,16,712,3,4123,40,0,1,9
29471,-2.023818,52.495485,5,15,11,850,3,4123,40,0,1,9
29472,-1.795935,53.83558,7,14,15,200,3,650,30,1,1,3
29473,-1.795935,53.83558,8,20,11,620,3,650,30,0,1,3
29474,-1.795935,53.83558,12,4,2,935,3,650,30,0,1,3
29475,-1.795935,53.83558,11,0,3,240,3,650,30,0,1,3
29476,-0.683776,50.781203,8,21,13,558,4,2166,30,1,1,6
29477,-0.683776,50.781203,4,7,19,844,4,2166,30,0,1,6
29478,-0.683776,50.781203,12,11,17,486,4,2166,30,0,1,6
29479,-0.683776,50.781203,5,14,13,185,4,2166,30,0,1,6
29480,-2.47532,53.785808,9,0,14,80,3,666,30,1,1,0
29481,-2.47532,53.785808,11,13,18,118,3,666,30,0,1,0
29482,-2.47532,53.785808,10,5,9,722,3,666,30,0,1,0
29483,-2.47532,53.785808,2,5,9,417,3,666,30,0,1,0
29484,-3.181635,55.946255,5,10,30,923,6,0,30,1,1,0
29485,-3.181635,55.946255,6,8,19,771,6,0,30,0,1,0
29486,-3.181635,55.946255,10,10,23,121,6,0,30,0,1,0
29487,-3.181635,55.946255,2,22,21,145,6,0,30,0,1,0
29488,1.062922,52.590439,11,9,28,406,4,1135,60,1,8,0
29489,1.062922,52.590439,10,13,17,129,4,1135,60,0,8,0
29490,1.062922,52.590439,7,1,4,67,4,1135,60,0,8,0
29491,1.062922,52.590439,12,5,19,483,4,1135,60,0,8,0
29492,-0.039988,51.451109,5,16,15,7,4,218,30,1,1,3
29493,-0.039988,51.451109,12,19,8,149,4,218,30,0,1,3
29494,-0.039988,51.451109,10,12,28,605,4,218,30,0,1,3
29495,-0.039988,51.451109,1,10,9,684,4,218,30,0,1,3
29496,-1.395315,50.919916,4,8,21,500,6,0,30,1,1,6
29497,-1.395315,50.919916,2,14,23,504,6,0,30,0,1,6
29498,-1.395315,50.919916,2,6,3,270,6,0,30,0,1,6
29499,-1.395315,50.919916,4,6,8,722,6,0,30,0,1,6
29500,-0.161173,50.94857,2,9,24,563,6,0,60,1,1,0
29501,-0.161173,50.94857,4,20,8,42,6,0,60,0,1,0
29502,-0.161173,50.94857,7,20,11,772,6,0,60,0,1,0
29503,-0.161173,50.94857,12,17,23,280,6,0,60,0,1,0
29504,0.010572,51.54045,12,20,20,17,4,164,30,1,1,3
29505,0.010572,51.54045,8,19,14,637,4,164,30,0,1,3
29506,0.010572,51.54045,7,23,17,146,4,164,30,0,1,3
29507,0.010572,51.54045,7,18,26,242,4,164,30,0,1,3
29508,-0.023117,51.518451,1,20,25,5,4,140,30,1,1,6
29509,-0.023117,51.518451,12,13,12,928,4,140,30,0,1,6
29510,-0.023117,51.518451,11,13,25,825,4,140,30,0,1,6
29511,-0.023117,51.518451,5,4,17,215,4,140,30,0,1,6
29512,-0.622252,51.527063,8,22,18,473,6,7302,30,1,2,3
29513,-0.622252,51.527063,5,4,19,212,6,7302,30,0,2,3
29514,-0.622252,51.527063,5,3,10,587,6,7302,30,0,2,3
29515,-0.622252,51.527063,6,3,10,344,6,7302,30,0,2,3
29516,-0.106561,52.451029,1,6,29,393,6,0,30,1,8,0
29517,-0.106561,52.451029,10,7,7,760,6,0,30,0,8,0
29518,-0.106561,52.451029,2,5,24,517,6,0,30,0,8,0
29519,-0.106561,52.451029,9,15,6,393,6,0,30,0,8,0
29520,-1.250389,53.423954,7,7,27,213,3,631,40,1,1,1
29521,-1.250389,53.423954,4,0,19,711,3,631,40,0,1,1
29522,-1.250389,53.423954,5,9,27,359,3,631,40,0,1,1
29523,-1.250389,53.423954,11,2,19,755,3,631,40,0,1,1
29524,-0.571422,51.242749,11,15,30,511,3,320,30,1,1,3
29525,-0.571422,51.242749,11,17,18,163,3,320,30,0,1,3
29526,-0.571422,51.242749,2,23,6,527,3,320,30,0,1,3
29527,-0.571422,51.242749,10,7,11,5,3,320,30,0,1,3
29528,-1.433814,50.934973,5,16,15,500,6,0,30,1,1,3
29529,-1.433814,50.934973,1,7,9,273,6,0,30,0,1,3
29530,-1.433814,50.934973,8,17,28,61,6,0,30,0,1,3
29531,-1.433814,50.934973,8,1,4,520,6,0,30,0,1,3
29532,-0.058997,51.562754,12,6,30,4,4,111,30,1,4,0
29533,-0.058997,51.562754,9,8,21,791,4,111,30,0,4,0
29534,-0.058997,51.562754,10,8,26,143,4,111,30,0,4,0
29535,-0.058997,51.562754,7,14,20,689,4,111,30,0,4,0
29536,0.347053,50.823141,1,13,14,556,3,259,60,1,1,0
29537,0.347053,50.823141,7,23,17,849,3,259,60,0,1,0
29538,0.347053,50.823141,5,0,18,481,3,259,60,0,1,0
29539,0.347053,50.823141,1,11,3,594,3,259,60,0,1,0
29540,-0.074766,51.554921,2,2,28,4,3,10,30,1,1,3
29541,-0.074766,51.554921,3,18,28,145,3,10,30,0,1,3
29542,-0.074766,51.554921,7,20,22,927,3,10,30,0,1,3
29543,-0.074766,51.554921,9,3,23,717,3,10,30,0,1,3
29544,-1.183428,52.642716,7,14,23,364,3,563,30,1,1,1
29545,-1.183428,52.642716,2,11,10,643,3,563,30,0,1,1
29546,-1.183428,52.642716,5,20,11,683,3,563,30,0,1,1
29547,-1.183428,52.642716,10,16,25,494,3,563,30,0,1,1
29548,-0.547713,51.565414,12,15,30,477,6,911,60,1,1,0
29549,-0.547713,51.565414,6,12,11,161,6,911,60,0,1,0
29550,-0.547713,51.565414,5,16,22,407,6,911,60,0,1,0
29551,-0.547713,51.565414,4,21,12,314,6,911,60,0,1,0
29552,0.542362,51.375943,7,17,14,544,3,2,30,1,1,0
29553,0.542362,51.375943,6,23,8,592,3,2,30,0,1,0
29554,0.542362,51.375943,11,22,22,140,3,2,30,0,1,0
29555,0.542362,51.375943,10,21,22,3,3,2,30,0,1,0
29556,-3.789174,53.279119,6,21,13,721,3,547,60,1,1,8
29557,-3.789174,53.279119,7,7,14,42,3,547,60,0,1,8
29558,-3.789174,53.279119,4,17,12,116,3,547,60,0,1,8
29559,-3.789174,53.279119,9,17,12,729,3,547,60,0,1,8
29560,-2.674734,51.407891,10,17,24,605,6,0,20,1,1,0
29561,-2.674734,51.407891,7,10,21,769,6,0,20,0,1,0
29562,-2.674734,51.407891,5,0,21,265,6,0,20,0,1,0
29563,-2.674734,51.407891,10,14,25,636,6,0,20,0,1,0
29564,-1.376478,52.352593,7,12,26,292,3,45,60,1,1,0
29565,-1.376478,52.352593,6,10,18,780,3,45,60,0,1,0
29566,-1.376478,52.352593,8,14,7,52,3,45,60,0,1,0
29567,-1.376478,52.352593,5,6,14,342,3,45,60,0,1,0
29568,-1.519652,53.671901,12,12,18,206,6,0,30,1,1,0
29569,-1.519652,53.671901,10,12,6,208,6,0,30,0,1,0
29570,-1.519652,53.671901,2,7,10,845,6,0,30,0,1,0
29571,-1.519652,53.671901,2,18,21,843,6,0,30,0,1,0
29572,-2.181526,52.894983,9,6,22,255,1,6,70,1,1,0
29573,-2.181526,52.894983,4,9,12,535,1,6,70,0,1,0
29574,-2.181526,52.894983,7,4,7,287,1,6,70,0,1,0
29575,-2.181526,52.894983,11,16,22,46,1,6,70,0,1,0
29576,-0.402551,51.458768,11,19,21,25,3,315,30,1,1,3
29577,-0.402551,51.458768,6,17,10,259,3,315,30,0,1,3
29578,-0.402551,51.458768,4,7,15,369,3,315,30,0,1,3
29579,-0.402551,51.458768,1,13,5,280,3,315,30,0,1,3
29580,-0.070036,51.543962,8,22,24,4,4,108,30,1,2,6
29581,-0.070036,51.543962,3,16,12,519,4,108,30,0,2,6
29582,-0.070036,51.543962,8,4,27,649,4,108,30,0,2,6
29583,-0.070036,51.543962,9,9,21,753,4,108,30,0,2,6
29584,-0.329671,51.562423,8,7,25,28,3,4127,30,1,1,3
29585,-0.329671,51.562423,10,14,3,616,3,4127,30,0,1,3
29586,-0.329671,51.562423,12,2,6,213,3,4127,30,0,1,3
29587,-0.329671,51.562423,7,12,24,357,3,4127,30,0,1,3
29588,-1.346185,53.324004,1,17,23,215,4,6053,40,1,1,1
29589,-1.346185,53.324004,3,1,5,643,4,6053,40,0,1,1
29590,-1.346185,53.324004,8,4,15,542,4,6053,40,0,1,1
29591,-1.346185,53.324004,10,22,24,105,4,6053,40,0,1,1
29592,-0.144206,51.14661,2,18,13,560,4,2036,40,1,1,0
29593,-0.144206,51.14661,1,21,14,312,4,2036,40,0,1,0
29594,-0.144206,51.14661,1,21,7,376,4,2036,40,0,1,0
29595,-0.144206,51.14661,4,13,25,135,4,2036,40,0,1,0
29596,0.301297,51.639434,4,10,18,452,6,0,60,1,1,3
29597,0.301297,51.639434,4,17,7,607,6,0,60,0,1,3
29598,0.301297,51.639434,5,7,11,154,6,0,60,0,1,3
29599,0.301297,51.639434,8,19,28,777,6,0,60,0,1,3
29600,-0.19252,51.696318,8,11,31,33,5,116,30,1,1,3
29601,-0.19252,51.696318,12,23,1,693,5,116,30,0,1,3
29602,-0.19252,51.696318,9,19,23,325,5,116,30,0,1,3
29603,-0.19252,51.696318,5,21,1,25,5,116,30,0,1,3
29604,-1.059023,53.994741,1,20,23,189,5,90,30,1,1,3
29605,-1.059023,53.994741,1,7,17,43,5,90,30,0,1,3
29606,-1.059023,53.994741,5,20,5,270,5,90,30,0,1,3
29607,-1.059023,53.994741,4,13,9,249,5,90,30,0,1,3
29608,-0.165967,51.460791,6,16,25,10,3,3,30,1,1,3
29609,-0.165967,51.460791,8,17,23,843,3,3,30,0,1,3
29610,-0.165967,51.460791,2,19,16,837,3,3,30,0,1,3
29611,-0.165967,51.460791,11,7,1,454,3,3,30,0,1,3
29612,-1.109996,53.989997,4,17,15,189,6,2741,30,1,1,0
29613,-1.109996,53.989997,2,1,18,840,6,2741,30,0,1,0
29614,-1.109996,53.989997,2,15,1,553,6,2741,30,0,1,0
29615,-1.109996,53.989997,1,17,8,605,6,2741,30,0,1,0
29616,-3.110613,55.910776,8,16,15,929,3,7,40,1,1,0
29617,-3.110613,55.910776,3,8,17,161,3,7,40,0,1,0
29618,-3.110613,55.910776,3,13,27,235,3,7,40,0,1,0
29619,-3.110613,55.910776,1,4,6,485,3,7,40,0,1,0
29620,0.098194,51.463915,4,22,25,18,3,207,30,1,1,3
29621,0.098194,51.463915,5,2,13,368,3,207,30,0,1,3
29622,0.098194,51.463915,4,20,26,925,3,207,30,0,1,3
29623,0.098194,51.463915,2,10,9,609,3,207,30,0,1,3
29624,-1.658586,52.230946,11,8,19,293,3,439,50,1,1,6
29625,-1.658586,52.230946,2,16,7,402,3,439,50,0,1,6
29626,-1.658586,52.230946,7,20,3,828,3,439,50,0,1,6
29627,-1.658586,52.230946,3,4,12,578,3,439,50,0,1,6
29628,-3.84349,51.642588,7,15,31,743,1,4,70,1,1,0
29629,-3.84349,51.642588,4,3,9,189,1,4,70,0,1,0
29630,-3.84349,51.642588,10,14,7,652,1,4,70,0,1,0
29631,-3.84349,51.642588,12,15,1,927,1,4,70,0,1,0
29632,-0.090621,51.572445,1,23,20,4,3,503,40,1,1,6
29633,-0.090621,51.572445,11,4,18,670,3,503,40,0,1,6
29634,-0.090621,51.572445,10,13,18,48,3,503,40,0,1,6
29635,-0.090621,51.572445,12,22,8,518,3,503,40,0,1,6
29636,-2.102205,52.570689,3,18,20,309,3,4126,30,1,1,3
29637,-2.102205,52.570689,2,16,1,206,3,4126,30,0,1,3
29638,-2.102205,52.570689,11,3,9,655,3,4126,30,0,1,3
29639,-2.102205,52.570689,2,9,14,274,3,4126,30,0,1,3
29640,-2.507361,53.20029,2,17,19,130,4,5355,30,1,2,3
29641,-2.507361,53.20029,8,19,2,37,4,5355,30,0,2,3
29642,-2.507361,53.20029,10,10,11,709,4,5355,30,0,2,3
29643,-2.507361,53.20029,5,19,6,846,4,5355,30,0,2,3
29644,-0.122322,51.559558,6,15,17,3,3,1,30,1,1,0
29645,-0.122322,51.559558,4,9,27,803,3,1,30,0,1,0
29646,-0.122322,51.559558,4,7,24,756,3,1,30,0,1,0
29647,-0.122322,51.559558,8,3,12,41,3,1,30,0,1,0
29648,0.270234,51.190641,6,14,26,542,4,2260,30,1,1,3
29649,0.270234,51.190641,1,21,27,379,4,2260,30,0,1,3
29650,0.270234,51.190641,6,2,18,695,4,2260,30,0,1,3
29651,0.270234,51.190641,5,12,25,629,4,2260,30,0,1,3
29652,-2.006672,52.490777,11,16,25,305,6,0,30,1,2,0
29653,-2.006672,52.490777,7,18,23,30,6,0,30,0,2,0
29654,-2.006672,52.490777,6,22,25,209,6,0,30,0,2,0
29655,-2.006672,52.490777,7,23,1,204,6,0,30,0,2,0
29656,-3.48906,51.647691,11,18,17,744,6,0,30,1,2,3
29657,-3.48906,51.647691,12,19,4,425,6,0,30,0,2,3
29658,-3.48906,51.647691,12,2,1,48,6,0,30,0,2,3
29659,-3.48906,51.647691,12,6,9,257,6,0,30,0,2,3
29660,-1.150336,52.960963,6,9,27,346,3,60,30,1,1,6
29661,-1.150336,52.960963,10,5,11,522,3,60,30,0,1,6
29662,-1.150336,52.960963,2,1,15,807,3,60,30,0,1,6
29663,-1.150336,52.960963,6,1,27,340,3,60,30,0,1,6
29664,-3.00692,53.643648,9,14,19,93,6,0,30,1,1,6
29665,-3.00692,53.643648,2,13,13,707,6,0,30,0,1,6
29666,-3.00692,53.643648,4,11,27,445,6,0,30,0,1,6
29667,-3.00692,53.643648,12,10,18,729,6,0,30,0,1,6
29668,0.590084,51.520324,6,18,26,453,3,130,30,1,1,2
29669,0.590084,51.520324,2,2,8,235,3,130,30,0,1,2
29670,0.590084,51.520324,2,13,23,356,3,130,30,0,1,2
29671,0.590084,51.520324,7,12,20,636,3,130,30,0,1,2
29672,1.157887,51.813219,4,15,13,461,6,0,30,1,1,1
29673,1.157887,51.813219,8,4,9,802,6,0,30,0,1,1
29674,1.157887,51.813219,11,4,25,386,6,0,30,0,1,1
29675,1.157887,51.813219,11,8,21,61,6,0,30,0,1,1
29676,-0.371174,51.466789,1,22,28,25,3,315,30,1,1,6
29677,-0.371174,51.466789,5,9,1,931,3,315,30,0,1,6
29678,-0.371174,51.466789,4,3,14,73,3,315,30,0,1,6
29679,-0.371174,51.466789,5,13,12,933,3,315,30,0,1,6
29680,-1.581187,55.123958,9,17,26,139,3,193,30,1,1,0
29681,-1.581187,55.123958,11,11,27,750,3,193,30,0,1,0
